pincode,age_0_5,age_5_17,age_18_greater,new_date,state_clean,district_clean,month
721664,1,0,0,2025-11-19,West Bengal,Purba Medinipur,11
723102,0,1,0,2025-11-19,West Bengal,Purulia,11
723126,0,2,0,2025-11-19,West Bengal,Purulia,11
723127,8,6,0,2025-11-19,West Bengal,,11
723129,4,0,0,2025-11-19,West Bengal,,11
723133,5,7,0,2025-11-19,West Bengal,,11
723149,9,1,0,2025-11-19,West Bengal,,11
723157,3,0,0,2025-11-19,West Bengal,,11
723201,17,4,0,2025-11-19,West Bengal,,11
723213,12,2,0,2025-11-19,West Bengal,,11
700063,1,2,0,2025-11-19,West Bengal,,11
700066,4,1,0,2025-11-19,West Bengal,,11
700138,4,0,0,2025-11-19,West Bengal,,11
700140,3,2,0,2025-11-19,West Bengal,,11
700149,1,0,0,2025-11-19,West Bengal,,11
700153,0,1,0,2025-11-19,West Bengal,,11
743336,6,1,0,2025-11-19,West Bengal,,11
743345,2,0,0,2025-11-19,West Bengal,,11
743351,4,2,0,2025-11-19,West Bengal,,11
743354,14,3,0,2025-11-19,West Bengal,,11
743368,18,1,0,2025-11-19,West Bengal,,11
743374,3,0,0,2025-11-19,West Bengal,,11
743378,2,1,0,2025-11-19,West Bengal,,11
743385,1,0,0,2025-11-19,West Bengal,,11
743395,4,2,0,2025-11-19,West Bengal,,11
743502,14,1,0,2025-11-19,West Bengal,,11
743609,5,0,0,2025-11-19,West Bengal,,11
743610,13,4,0,2025-11-19,West Bengal,,11
733133,2,0,0,2025-11-19,West Bengal,Dakshin Dinajpur,11
700084,2,1,0,2025-11-19,West Bengal,South 24 Parganas,11
700103,1,0,0,2025-11-19,West Bengal,South 24 Parganas,11
700105,2,1,0,2025-11-19,West Bengal,South 24 Parganas,11
743349,1,1,0,2025-11-19,West Bengal,South 24 Parganas,11
743351,3,1,0,2025-11-19,West Bengal,South 24 Parganas,11
743373,3,1,0,2025-11-19,West Bengal,South 24 Parganas,11
743390,1,0,0,2025-11-19,West Bengal,South 24 Parganas,11
733128,4,2,0,2025-11-19,West Bengal,Uttar Dinajpur,11
733144,3,0,0,2025-11-19,West Bengal,Uttar Dinajpur,11
733156,5,0,0,2025-11-19,West Bengal,Uttar Dinajpur,11
733214,2,0,0,2025-11-19,West Bengal,Uttar Dinajpur,11
721149,0,1,0,2025-11-19,West Bengal,,11
721232,1,1,0,2025-11-19,West Bengal,,11
721507,1,0,0,2025-11-19,West Bengal,,11
712222,1,0,0,2025-11-19,West Bengal,Hooghly,11
735204,1,0,0,2025-11-19,West Bengal,Alipurduar,11
722121,4,0,0,2025-11-19,West Bengal,Bankura,11
722135,5,0,0,2025-11-19,West Bengal,Bankura,11
722138,5,0,0,2025-11-19,West Bengal,Bankura,11
722143,12,0,0,2025-11-19,West Bengal,Bankura,11
722146,3,0,0,2025-11-19,West Bengal,Bankura,11
722153,1,2,0,2025-11-19,West Bengal,Bankura,11
722154,3,0,0,2025-11-19,West Bengal,Bankura,11
722162,5,0,0,2025-11-19,West Bengal,Bankura,11
722164,2,0,0,2025-11-19,West Bengal,Bankura,11
722169,0,2,0,2025-11-19,West Bengal,Bankura,11
722183,1,0,0,2025-11-19,West Bengal,Bankura,11
722207,14,1,0,2025-11-19,West Bengal,Bankura,11
713121,6,0,1,2025-11-19,West Bengal,,11
713148,6,2,0,2025-11-19,West Bengal,,11
713150,4,1,0,2025-11-19,West Bengal,,11
713166,2,0,0,2025-11-19,West Bengal,,11
713201,4,0,0,2025-11-19,West Bengal,,11
713203,1,1,0,2025-11-19,West Bengal,,11
713206,4,1,0,2025-11-19,West Bengal,,11
713315,2,2,0,2025-11-19,West Bengal,,11
713324,4,0,0,2025-11-19,West Bengal,,11
713330,0,1,0,2025-11-19,West Bengal,,11
713334,1,0,0,2025-11-19,West Bengal,,11
713343,2,0,0,2025-11-19,West Bengal,,11
713347,4,1,0,2025-11-19,West Bengal,,11
713378,0,1,0,2025-11-19,West Bengal,,11
713424,4,0,0,2025-11-19,West Bengal,,11
713427,1,0,0,2025-11-19,West Bengal,,11
713131,2,0,0,2025-11-19,West Bengal,Purba Bardhaman,11
713142,1,0,0,2025-11-19,West Bengal,Purba Bardhaman,11
713147,2,0,0,2025-11-19,West Bengal,Purba Bardhaman,11
713149,3,1,0,2025-11-19,West Bengal,Purba Bardhaman,11
713325,4,1,0,2025-11-19,West Bengal,Purba Bardhaman,11
713343,1,0,0,2025-11-19,West Bengal,Purba Bardhaman,11
713346,1,0,0,2025-11-19,West Bengal,Purba Bardhaman,11
713362,1,0,0,2025-11-19,West Bengal,Purba Bardhaman,11
713381,1,1,0,2025-11-19,West Bengal,Purba Bardhaman,11
731121,6,1,0,2025-11-19,West Bengal,Birbhum,11
731124,13,1,0,2025-11-19,West Bengal,Birbhum,11
731125,3,2,0,2025-11-19,West Bengal,Birbhum,11
731204,10,0,0,2025-11-19,West Bengal,Birbhum,11
731216,4,1,0,2025-11-19,West Bengal,Birbhum,11
731221,13,2,0,2025-11-19,West Bengal,Birbhum,11
731223,2,1,0,2025-11-19,West Bengal,Birbhum,11
731224,8,2,0,2025-11-19,West Bengal,Birbhum,11
731241,1,3,0,2025-11-19,West Bengal,Birbhum,11
735122,3,3,0,2025-11-19,West Bengal,Cooch Behar,11
735211,1,2,0,2025-11-19,West Bengal,Cooch Behar,11
735301,1,0,0,2025-11-19,West Bengal,Cooch Behar,11
735303,2,3,0,2025-11-19,West Bengal,Cooch Behar,11
735304,2,0,0,2025-11-19,West Bengal,Cooch Behar,11
736121,4,1,0,2025-11-19,West Bengal,Cooch Behar,11
736131,2,3,0,2025-11-19,West Bengal,Cooch Behar,11
736171,1,0,0,2025-11-19,West Bengal,Cooch Behar,11
733101,1,0,1,2025-11-19,West Bengal,Dakshin Dinajpur,11
733103,7,2,0,2025-11-19,West Bengal,Dakshin Dinajpur,11
733126,0,1,0,2025-11-19,West Bengal,Dakshin Dinajpur,11
733142,2,2,0,2025-11-19,West Bengal,Dakshin Dinajpur,11
733153,0,1,0,2025-11-19,West Bengal,Dakshin Dinajpur,11
734009,2,1,0,2025-11-19,West Bengal,Darjeeling,11
734013,1,1,0,2025-11-19,West Bengal,Darjeeling,11
734101,2,0,0,2025-11-19,West Bengal,Darjeeling,11
734102,1,0,0,2025-11-19,West Bengal,Darjeeling,11
734121,0,1,0,2025-11-19,West Bengal,Darjeeling,11
734201,3,2,0,2025-11-19,West Bengal,Darjeeling,11
734214,0,1,0,2025-11-19,West Bengal,Darjeeling,11
734215,1,1,0,2025-11-19,West Bengal,Darjeeling,11
734301,3,2,0,2025-11-19,West Bengal,Darjeeling,11
721446,2,0,0,2025-11-19,West Bengal,,11
721456,2,0,0,2025-11-19,West Bengal,,11
721601,2,0,0,2025-11-19,West Bengal,,11
721626,1,0,0,2025-11-19,West Bengal,,11
721628,1,0,0,2025-11-19,West Bengal,,11
711101,0,1,0,2025-11-19,West Bengal,Howrah,11
711104,1,1,0,2025-11-19,West Bengal,Howrah,11
711113,3,0,0,2025-11-19,West Bengal,Howrah,11
711312,1,1,0,2025-11-19,West Bengal,Howrah,11
711408,0,1,0,2025-11-19,West Bengal,Howrah,11
712102,0,1,0,2025-11-19,West Bengal,Hooghly,11
712125,1,0,0,2025-11-19,West Bengal,Hooghly,11
712135,3,2,0,2025-11-19,West Bengal,Hooghly,11
712146,1,2,0,2025-11-19,West Bengal,Hooghly,11
712221,0,1,0,2025-11-19,West Bengal,Hooghly,11
712223,1,1,0,2025-11-19,West Bengal,Hooghly,11
712306,2,2,0,2025-11-19,West Bengal,Hooghly,11
712311,3,0,0,2025-11-19,West Bengal,Hooghly,11
712404,4,1,0,2025-11-19,West Bengal,Hooghly,11
712407,4,4,0,2025-11-19,West Bengal,Hooghly,11
712611,4,0,0,2025-11-19,West Bengal,Hooghly,11
712702,2,1,0,2025-11-19,West Bengal,Hooghly,11
711109,1,1,0,2025-11-19,West Bengal,Howrah,11
711114,1,0,0,2025-11-19,West Bengal,Howrah,11
711301,4,1,0,2025-11-19,West Bengal,Howrah,11
711305,1,0,0,2025-11-19,West Bengal,Howrah,11
711309,1,1,0,2025-11-19,West Bengal,Howrah,11
711326,1,0,0,2025-11-19,West Bengal,Howrah,11
711404,1,0,0,2025-11-19,West Bengal,Howrah,11
711409,2,1,0,2025-11-19,West Bengal,Howrah,11
711414,1,1,0,2025-11-19,West Bengal,Howrah,11
734008,1,2,0,2025-11-19,West Bengal,Jalpaiguri,11
735102,3,0,0,2025-11-19,West Bengal,Jalpaiguri,11
735135,4,3,0,2025-11-19,West Bengal,Jalpaiguri,11
735140,1,0,0,2025-11-19,West Bengal,Jalpaiguri,11
735202,1,0,0,2025-11-19,West Bengal,Jalpaiguri,11
735218,5,3,0,2025-11-19,West Bengal,Jalpaiguri,11
735221,0,2,0,2025-11-19,West Bengal,Jalpaiguri,11
735233,1,0,0,2025-11-19,West Bengal,Jalpaiguri,11
735235,1,0,0,2025-11-19,West Bengal,Jalpaiguri,11
735305,1,0,0,2025-11-19,West Bengal,Jalpaiguri,11
736202,3,3,0,2025-11-19,West Bengal,Jalpaiguri,11
721516,3,0,0,2025-11-19,West Bengal,Jhargram,11
736133,1,0,0,2025-11-19,West Bengal,Cooch Behar,11
736157,1,1,0,2025-11-19,West Bengal,Cooch Behar,11
736159,3,1,0,2025-11-19,West Bengal,Cooch Behar,11
736167,2,0,0,2025-11-19,West Bengal,Cooch Behar,11
736207,0,1,0,2025-11-19,West Bengal,Cooch Behar,11
700004,0,2,0,2025-11-19,West Bengal,Kolkata,11
700007,2,1,0,2025-11-19,West Bengal,Kolkata,11
700009,6,3,0,2025-11-19,West Bengal,Kolkata,11
700011,6,5,0,2025-11-19,West Bengal,Kolkata,11
700014,7,6,0,2025-11-19,West Bengal,Kolkata,11
700026,3,1,0,2025-11-19,West Bengal,Kolkata,11
700029,0,1,0,2025-11-19,West Bengal,Kolkata,11
700037,2,0,0,2025-11-19,West Bengal,Kolkata,11
700052,1,0,0,2025-11-19,West Bengal,Kolkata,11
700054,3,1,0,2025-11-19,West Bengal,Kolkata,11
700067,2,0,0,2025-11-19,West Bengal,Kolkata,11
700092,1,0,0,2025-11-19,West Bengal,Kolkata,11
732139,7,5,0,2025-11-19,West Bengal,Malda,11
732204,6,1,0,2025-11-19,West Bengal,Malda,11
732207,8,2,0,2025-11-19,West Bengal,Malda,11
732210,3,0,0,2025-11-19,West Bengal,Malda,11
732103,1,0,0,2025-11-19,West Bengal,,11
732128,1,1,0,2025-11-19,West Bengal,,11
732206,2,0,0,2025-11-19,West Bengal,,11
732212,2,0,0,2025-11-19,West Bengal,,11
731241,4,1,0,2025-11-19,West Bengal,Murshidabad,11
742101,2,1,0,2025-11-19,West Bengal,Murshidabad,11
742123,11,2,0,2025-11-19,West Bengal,Murshidabad,11
742136,14,3,0,2025-11-19,West Bengal,Murshidabad,11
742157,3,1,0,2025-11-19,West Bengal,Murshidabad,11
742159,5,0,0,2025-11-19,West Bengal,Murshidabad,11
742161,10,1,0,2025-11-19,West Bengal,Murshidabad,11
742168,8,1,0,2025-11-19,West Bengal,Murshidabad,11
742174,4,1,0,2025-11-19,West Bengal,Murshidabad,11
742182,1,0,0,2025-11-19,West Bengal,Murshidabad,11
742187,3,0,0,2025-11-19,West Bengal,Murshidabad,11
742226,53,1,0,2025-11-19,West Bengal,Murshidabad,11
742237,17,0,0,2025-11-19,West Bengal,Murshidabad,11
742306,19,0,0,2025-11-19,West Bengal,Murshidabad,11
742402,1,0,0,2025-11-19,West Bengal,Murshidabad,11
742403,1,0,0,2025-11-19,West Bengal,Murshidabad,11
741101,3,0,0,2025-11-19,West Bengal,Nadia,11
741121,2,0,0,2025-11-19,West Bengal,Nadia,11
741127,0,1,0,2025-11-19,West Bengal,Nadia,11
741139,2,1,0,2025-11-19,West Bengal,Nadia,11
741140,3,2,0,2025-11-19,West Bengal,Nadia,11
741152,11,3,0,2025-11-19,West Bengal,Nadia,11
741157,7,2,0,2025-11-19,West Bengal,Nadia,11
741160,3,1,0,2025-11-19,West Bengal,Nadia,11
741201,7,2,0,2025-11-19,West Bengal,Nadia,11
741223,5,0,0,2025-11-19,West Bengal,Nadia,11
741250,1,1,0,2025-11-19,West Bengal,Nadia,11
741255,2,1,0,2025-11-19,West Bengal,Nadia,11
741257,5,1,0,2025-11-19,West Bengal,Nadia,11
741402,10,1,0,2025-11-19,West Bengal,Nadia,11
741505,1,0,0,2025-11-19,West Bengal,Nadia,11
700035,2,3,0,2025-11-19,West Bengal,,11
700049,2,0,0,2025-11-19,West Bengal,,11
700089,0,1,0,2025-11-19,West Bengal,,11
700102,2,3,0,2025-11-19,West Bengal,,11
700105,0,3,0,2025-11-19,West Bengal,,11
700109,0,1,0,2025-11-19,West Bengal,,11
700123,0,1,0,2025-11-19,West Bengal,,11
700125,9,5,0,2025-11-19,West Bengal,,11
700157,2,0,0,2025-11-19,West Bengal,,11
743127,2,1,0,2025-11-19,West Bengal,,11
743135,2,1,0,2025-11-19,West Bengal,,11
743165,0,1,0,2025-11-19,West Bengal,,11
743166,1,3,0,2025-11-19,West Bengal,,11
743221,11,1,0,2025-11-19,West Bengal,,11
743235,4,1,0,2025-11-19,West Bengal,,11
743248,3,1,0,2025-11-19,West Bengal,,11
743287,3,1,0,2025-11-19,West Bengal,,11
743429,6,0,0,2025-11-19,West Bengal,,11
743442,5,2,0,2025-11-19,West Bengal,,11
743502,5,1,0,2025-11-19,West Bengal,,11
743711,10,1,0,2025-11-19,West Bengal,,11
700113,1,0,0,2025-11-19,West Bengal,North 24 Parganas,11
700122,1,0,0,2025-11-19,West Bengal,North 24 Parganas,11
743126,3,0,0,2025-11-19,West Bengal,North 24 Parganas,11
743249,2,0,0,2025-11-19,West Bengal,North 24 Parganas,11
713304,1,0,0,2025-11-19,West Bengal,Paschim Bardhaman,11
713373,2,0,0,2025-11-19,West Bengal,Paschim Bardhaman,11
712122,0,1,0,2025-11-19,West Bengal,Paschim Medinipur,11
721121,10,4,0,2025-11-19,West Bengal,Paschim Medinipur,11
721124,3,0,0,2025-11-19,West Bengal,Paschim Medinipur,11
721127,7,2,0,2025-11-19,West Bengal,Paschim Medinipur,11
721145,0,1,0,2025-11-19,West Bengal,Paschim Medinipur,11
721149,4,1,0,2025-11-19,West Bengal,Paschim Medinipur,11
721155,4,0,0,2025-11-19,West Bengal,Paschim Medinipur,11
721212,15,3,0,2025-11-19,West Bengal,Paschim Medinipur,11
721426,5,1,0,2025-11-19,West Bengal,Paschim Medinipur,11
721443,1,0,0,2025-11-19,West Bengal,Paschim Medinipur,11
721457,5,0,0,2025-11-19,West Bengal,Paschim Medinipur,11
721513,7,3,0,2025-11-19,West Bengal,Paschim Medinipur,11
721516,8,0,0,2025-11-19,West Bengal,Paschim Medinipur,11
713125,2,0,0,2025-11-19,West Bengal,Purba Bardhaman,11
713150,0,1,0,2025-11-19,West Bengal,Purba Bardhaman,11
713424,1,1,0,2025-11-19,West Bengal,Purba Bardhaman,11
713427,1,1,0,2025-11-19,West Bengal,Purba Bardhaman,11
713502,0,1,0,2025-11-19,West Bengal,Purba Bardhaman,11
721137,7,0,0,2025-11-19,West Bengal,Purba Medinipur,11
721152,10,2,0,2025-11-19,West Bengal,Purba Medinipur,11
721425,4,0,0,2025-11-19,West Bengal,Purba Medinipur,11
721431,6,4,0,2025-11-19,West Bengal,Purba Medinipur,11
721432,8,0,0,2025-11-19,West Bengal,Purba Medinipur,11
721439,3,1,0,2025-11-19,West Bengal,Purba Medinipur,11
721441,4,0,0,2025-11-19,West Bengal,Purba Medinipur,11
721443,1,0,0,2025-11-19,West Bengal,Purba Medinipur,11
721444,3,0,0,2025-11-19,West Bengal,Purba Medinipur,11
721452,2,0,0,2025-11-19,West Bengal,Purba Medinipur,11
721455,1,0,0,2025-11-19,West Bengal,Purba Medinipur,11
721465,1,0,0,2025-11-19,West Bengal,Purba Medinipur,11
721601,3,0,0,2025-11-19,West Bengal,Purba Medinipur,11
721607,1,0,0,2025-11-19,West Bengal,Purba Medinipur,11
721635,5,2,0,2025-11-19,West Bengal,Purba Medinipur,11
721636,4,0,0,2025-11-19,West Bengal,Purba Medinipur,11
721642,5,0,0,2025-11-19,West Bengal,Purba Medinipur,11
721654,7,0,0,2025-11-19,West Bengal,Purba Medinipur,11
721659,3,0,0,2025-11-19,West Bengal,Purba Medinipur,11
723101,0,1,0,2025-11-19,West Bengal,Purulia,11
723103,1,0,0,2025-11-19,West Bengal,Purulia,11
723130,2,0,0,2025-11-19,West Bengal,Purulia,11
723102,3,1,0,2025-11-19,West Bengal,,11
723103,7,4,0,2025-11-19,West Bengal,,11
723121,20,10,0,2025-11-19,West Bengal,,11
723128,7,1,0,2025-11-19,West Bengal,,11
723132,2,8,0,2025-11-19,West Bengal,,11
723142,2,1,0,2025-11-19,West Bengal,,11
723143,13,4,0,2025-11-19,West Bengal,,11
723147,5,0,0,2025-11-19,West Bengal,,11
723152,3,1,0,2025-11-19,West Bengal,,11
723160,1,0,0,2025-11-19,West Bengal,,11
723212,21,3,0,2025-11-19,West Bengal,,11
700070,1,1,0,2025-11-19,West Bengal,,11
700103,4,1,0,2025-11-19,West Bengal,,11
700141,5,3,0,2025-11-19,West Bengal,,11
700147,2,2,0,2025-11-19,West Bengal,,11
700154,1,0,0,2025-11-19,West Bengal,,11
743337,5,4,0,2025-11-19,West Bengal,,11
743370,13,3,0,2025-11-19,West Bengal,,11
743373,15,2,0,2025-11-19,West Bengal,,11
743383,7,0,0,2025-11-19,West Bengal,,11
743396,0,1,0,2025-11-19,West Bengal,,11
743503,12,4,0,2025-11-19,West Bengal,,11
743507,1,0,0,2025-11-19,West Bengal,,11
733155,1,0,0,2025-11-19,West Bengal,Dakshin Dinajpur,11
743338,1,0,0,2025-11-19,West Bengal,South 24 Parganas,11
743374,3,0,0,2025-11-19,West Bengal,South 24 Parganas,11
743398,1,0,0,2025-11-19,West Bengal,South 24 Parganas,11
733157,2,0,0,2025-11-19,West Bengal,Uttar Dinajpur,11
733202,48,21,0,2025-11-19,West Bengal,Uttar Dinajpur,11
733207,24,15,0,2025-11-19,West Bengal,Uttar Dinajpur,11
733209,14,3,0,2025-11-19,West Bengal,Uttar Dinajpur,11
733210,29,11,0,2025-11-19,West Bengal,Uttar Dinajpur,11
721102,2,1,0,2025-11-19,West Bengal,,11
721201,1,1,0,2025-11-19,West Bengal,,11
721301,4,2,0,2025-11-19,West Bengal,,11
735220,2,1,0,2025-11-25,West Bengal,Alipurduar,11
736121,4,1,0,2025-11-25,West Bengal,Alipurduar,11
736207,1,0,0,2025-11-25,West Bengal,Alipurduar,11
722102,2,0,0,2025-11-25,West Bengal,Bankura,11
722136,2,1,0,2025-11-25,West Bengal,Bankura,11
722138,3,0,0,2025-11-25,West Bengal,Bankura,11
722149,1,0,0,2025-11-25,West Bengal,Bankura,11
722154,3,0,0,2025-11-25,West Bengal,Bankura,11
722156,1,0,0,2025-11-25,West Bengal,Bankura,11
713102,0,3,0,2025-11-25,West Bengal,,11
713128,5,0,0,2025-11-25,West Bengal,,11
713129,9,1,0,2025-11-25,West Bengal,,11
713143,6,1,0,2025-11-25,West Bengal,,11
713146,4,2,0,2025-11-25,West Bengal,,11
713148,3,2,0,2025-11-25,West Bengal,,11
713149,1,1,0,2025-11-25,West Bengal,,11
713150,2,0,0,2025-11-25,West Bengal,,11
713152,2,0,0,2025-11-25,West Bengal,,11
713156,1,0,0,2025-11-25,West Bengal,,11
713157,1,0,0,2025-11-25,West Bengal,,11
713168,1,0,0,2025-11-25,West Bengal,,11
713204,2,0,0,2025-11-25,West Bengal,,11
713315,1,2,0,2025-11-25,West Bengal,,11
713321,2,0,0,2025-11-25,West Bengal,,11
713326,1,1,0,2025-11-25,West Bengal,,11
713333,0,1,0,2025-11-25,West Bengal,,11
713347,3,0,0,2025-11-25,West Bengal,,11
713360,2,0,0,2025-11-25,West Bengal,,11
713404,1,0,0,2025-11-25,West Bengal,,11
713409,1,1,0,2025-11-25,West Bengal,,11
713423,3,1,0,2025-11-25,West Bengal,,11
713101,0,1,0,2025-11-25,West Bengal,Purba Bardhaman,11
713125,1,0,0,2025-11-25,West Bengal,Purba Bardhaman,11
713131,2,0,0,2025-11-25,West Bengal,Purba Bardhaman,11
713146,1,0,0,2025-11-25,West Bengal,Purba Bardhaman,11
713519,1,0,0,2025-11-25,West Bengal,Purba Bardhaman,11
731121,5,0,0,2025-11-25,West Bengal,Birbhum,11
731129,2,1,0,2025-11-25,West Bengal,Birbhum,11
731204,3,1,0,2025-11-25,West Bengal,Birbhum,11
731213,1,0,0,2025-11-25,West Bengal,Birbhum,11
731242,0,1,0,2025-11-25,West Bengal,Birbhum,11
735122,4,4,0,2025-11-25,West Bengal,Cooch Behar,11
735210,0,1,0,2025-11-25,West Bengal,Cooch Behar,11
736101,3,0,0,2025-11-25,West Bengal,Cooch Behar,11
736133,2,0,0,2025-11-25,West Bengal,Cooch Behar,11
736145,4,1,0,2025-11-25,West Bengal,Cooch Behar,11
736159,4,2,0,2025-11-25,West Bengal,Cooch Behar,11
736180,3,0,0,2025-11-25,West Bengal,Cooch Behar,11
733101,2,0,0,2025-11-25,West Bengal,Dakshin Dinajpur,11
733133,3,1,0,2025-11-25,West Bengal,Dakshin Dinajpur,11
734003,1,1,0,2025-11-25,West Bengal,Darjeeling,11
734009,1,1,0,2025-11-25,West Bengal,Darjeeling,11
734014,1,0,0,2025-11-25,West Bengal,Darjeeling,11
734102,4,1,0,2025-11-25,West Bengal,Darjeeling,11
734121,0,1,0,2025-11-25,West Bengal,Darjeeling,11
734201,2,0,0,2025-11-25,West Bengal,Darjeeling,11
734213,1,0,0,2025-11-25,West Bengal,Darjeeling,11
734215,1,0,0,2025-11-25,West Bengal,Darjeeling,11
734220,0,1,0,2025-11-25,West Bengal,Darjeeling,11
734301,1,0,0,2025-11-25,West Bengal,Darjeeling,11
734426,2,0,0,2025-11-25,West Bengal,Darjeeling,11
721433,1,0,0,2025-11-25,West Bengal,,11
721442,1,0,0,2025-11-25,West Bengal,,11
721626,0,1,0,2025-11-25,West Bengal,,11
721631,1,0,0,2025-11-25,West Bengal,,11
711104,1,1,0,2025-11-25,West Bengal,Howrah,11
711106,2,1,0,2025-11-25,West Bengal,Howrah,11
711109,1,1,0,2025-11-25,West Bengal,Howrah,11
711110,1,0,0,2025-11-25,West Bengal,Howrah,11
711202,1,0,0,2025-11-25,West Bengal,Howrah,11
711303,4,0,0,2025-11-25,West Bengal,Howrah,11
711306,1,0,0,2025-11-25,West Bengal,Howrah,11
711316,4,0,0,2025-11-25,West Bengal,Howrah,11
712147,2,1,0,2025-11-25,West Bengal,Hooghly,11
712148,4,1,0,2025-11-25,West Bengal,Hooghly,11
712149,5,1,0,2025-11-25,West Bengal,Hooghly,11
712222,1,0,0,2025-11-25,West Bengal,Hooghly,11
712258,2,0,0,2025-11-25,West Bengal,Hooghly,11
712303,2,1,0,2025-11-25,West Bengal,Hooghly,11
712305,7,2,0,2025-11-25,West Bengal,Hooghly,11
712410,4,1,0,2025-11-25,West Bengal,Hooghly,11
712414,3,0,0,2025-11-25,West Bengal,Hooghly,11
712416,7,1,0,2025-11-25,West Bengal,Hooghly,11
712502,2,1,0,2025-11-25,West Bengal,Hooghly,11
712611,6,1,0,2025-11-25,West Bengal,Hooghly,11
712706,2,0,0,2025-11-25,West Bengal,Hooghly,11
711205,1,0,0,2025-11-25,West Bengal,Howrah,11
711301,7,2,0,2025-11-25,West Bengal,Howrah,11
711302,7,0,0,2025-11-25,West Bengal,Howrah,11
711310,5,0,0,2025-11-25,West Bengal,Howrah,11
711401,15,1,0,2025-11-25,West Bengal,Howrah,11
711412,2,0,0,2025-11-25,West Bengal,Howrah,11
711414,2,0,0,2025-11-25,West Bengal,Howrah,11
734007,1,1,0,2025-11-25,West Bengal,Jalpaiguri,11
735121,6,2,0,2025-11-25,West Bengal,Jalpaiguri,11
735133,3,1,0,2025-11-25,West Bengal,Jalpaiguri,11
735135,9,2,0,2025-11-25,West Bengal,Jalpaiguri,11
735136,3,0,0,2025-11-25,West Bengal,Jalpaiguri,11
735139,1,0,0,2025-11-25,West Bengal,Jalpaiguri,11
735211,4,0,0,2025-11-25,West Bengal,Jalpaiguri,11
735215,0,1,0,2025-11-25,West Bengal,Jalpaiguri,11
735217,3,0,0,2025-11-25,West Bengal,Jalpaiguri,11
735230,0,2,0,2025-11-25,West Bengal,Jalpaiguri,11
736182,2,1,0,2025-11-25,West Bengal,Jalpaiguri,11
736204,1,1,0,2025-11-25,West Bengal,Jalpaiguri,11
721507,2,0,0,2025-11-25,West Bengal,Jhargram,11
735206,0,1,0,2025-11-25,West Bengal,Kalimpong,11
736101,1,0,0,2025-11-25,West Bengal,Cooch Behar,11
736134,1,0,0,2025-11-25,West Bengal,Cooch Behar,11
700004,0,0,4,2025-11-25,West Bengal,Kolkata,11
700015,1,0,0,2025-11-25,West Bengal,Kolkata,11
700018,1,2,0,2025-11-25,West Bengal,Kolkata,11
700023,7,1,0,2025-11-25,West Bengal,Kolkata,11
700024,4,4,0,2025-11-25,West Bengal,Kolkata,11
700029,2,1,0,2025-11-25,West Bengal,Kolkata,11
700033,1,1,0,2025-11-25,West Bengal,Kolkata,11
700040,1,1,0,2025-11-25,West Bengal,Kolkata,11
700046,2,0,0,2025-11-25,West Bengal,Kolkata,11
700065,2,0,0,2025-11-25,West Bengal,Kolkata,11
700073,1,0,0,2025-11-25,West Bengal,Kolkata,11
700094,2,2,0,2025-11-25,West Bengal,Kolkata,11
700105,1,0,0,2025-11-25,West Bengal,Kolkata,11
732203,3,6,0,2025-11-25,West Bengal,Malda,11
732209,1,0,0,2025-11-25,West Bengal,Malda,11
732205,1,1,0,2025-11-25,West Bengal,,11
713123,1,0,0,2025-11-25,West Bengal,Murshidabad,11
731222,5,0,0,2025-11-25,West Bengal,Murshidabad,11
742103,1,0,0,2025-11-25,West Bengal,Murshidabad,11
742135,14,2,0,2025-11-25,West Bengal,Murshidabad,11
742136,11,3,0,2025-11-25,West Bengal,Murshidabad,11
742165,6,2,0,2025-11-25,West Bengal,Murshidabad,11
742171,1,0,0,2025-11-25,West Bengal,Murshidabad,11
742181,5,1,0,2025-11-25,West Bengal,Murshidabad,11
742224,7,0,0,2025-11-25,West Bengal,Murshidabad,11
742227,5,0,0,2025-11-25,West Bengal,Murshidabad,11
742235,13,2,0,2025-11-25,West Bengal,Murshidabad,11
742406,4,0,0,2025-11-25,West Bengal,Murshidabad,11
741122,1,1,0,2025-11-25,West Bengal,Nadia,11
741125,1,0,0,2025-11-25,West Bengal,Nadia,11
741140,1,0,0,2025-11-25,West Bengal,Nadia,11
741152,4,7,3,2025-11-25,West Bengal,Nadia,11
741153,2,0,0,2025-11-25,West Bengal,Nadia,11
741202,4,1,0,2025-11-25,West Bengal,Nadia,11
741235,2,0,0,2025-11-25,West Bengal,Nadia,11
741251,1,1,0,2025-11-25,West Bengal,Nadia,11
741316,1,1,0,2025-11-25,West Bengal,Nadia,11
741501,1,0,0,2025-11-25,West Bengal,Nadia,11
741507,0,1,0,2025-11-25,West Bengal,Nadia,11
743711,1,0,0,2025-11-25,West Bengal,Nadia,11
700028,0,2,0,2025-11-25,West Bengal,,11
700051,0,2,0,2025-11-25,West Bengal,,11
700052,0,1,0,2025-11-25,West Bengal,,11
700056,1,1,0,2025-11-25,West Bengal,,11
700064,3,0,0,2025-11-25,West Bengal,,11
700121,3,0,0,2025-11-25,West Bengal,,11
700126,6,1,0,2025-11-25,West Bengal,,11
700132,0,3,0,2025-11-25,West Bengal,,11
700135,0,1,0,2025-11-25,West Bengal,,11
743144,2,0,0,2025-11-25,West Bengal,,11
743145,4,0,0,2025-11-25,West Bengal,,11
